Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m,From52wh,3d range,5d,Free float
2026-04-25T23:33:06.22,STLTECH,,,,,,,,,,,industrials,cables - telephone,,,,,,,,,2026-04-25,,,,,,,,8.87,10.73,12.22,7226.43
2026-04-25T23:33:06.22,EDELWEISS,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-25,,,,,,,,8.9,6.1,6.59,7635.04
2026-04-25T23:33:06.22,MUFIN,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-25,,,,,,,,8.94,4.85,6.19,1201.43
2026-04-25T23:33:06.22,LUMAXTECH,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-25,,,,,,,,9.01,6.87,6.87,5181.57
2026-04-25T23:33:06.22,MASFIN,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-25,,,,,,,,9.2,3.59,4.55,1938.35
2026-04-25T23:33:06.22,MBAPL,,,,,,,,,,,chemicals,fertilizers,,,,,,,,,2026-04-25,,,,,,,,9.33,3.28,4.27,1121.14
2026-04-25T23:33:06.22,MAHLOG,,,,,,,,,,,transportation,miscellaneous,,,,,,,,,2026-04-25,,,,,,,,9.74,12.08,12.08,1629.05
2026-04-25T23:33:06.22,TFCILTD,,,,,,,,,,,financials,finance - term-lending institutions,,,,,,,,,2026-04-25,,,,,,,,9.81,6.22,9.96,3230.17
2026-04-25T23:33:06.22,ROSSTECH,,,,,,,,,,,aerospace & defence,engineering,,,,,,,,,2026-04-25,,,,,,,,10.33,10.02,15.94,866.1
2026-04-25T23:33:06.22,SPORTKING,,,,,,,,,,,textiles,textiles - spinning - synthetic / blended,,,,,,,,,2026-04-25,,,,,,,,10.38,8.58,14.76,446.7
2026-04-25T23:33:06.22,CENTUM,,,,,,,,,,,consumer discretionary,electronics - components,,,,,,,,,2026-04-25,,,,,,,,10.68,6.4,14.19,2195.6
2026-04-25T23:33:06.22,APOLLOPIPE,,,,,,,,,,,plastic products,plastics products,,,,,,,,,2026-04-25,,,,,,,,10.69,10.0,11.34,940.16
2026-04-25T23:33:06.22,SCI,,,,,,,,,,,transportation,shipping,,,,,,,,,2026-04-25,,,,,,,,10.69,7.48,13.32,4867.95
2026-04-25T23:33:06.22,GRMOVER,,,,,,,,,,,fmcg,food - processing - indian,,,,,,,,,2026-04-25,,,,,,,,10.72,3.96,7.9,1286.24
2026-04-25T23:33:06.22,APEX,,,,,,,,,,,fmcg,aquaculture,,,,,,,,,2026-04-25,,,,,,,,10.78,7.89,13.05,392.76
2026-04-25T23:33:06.22,AETHER,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-25,,,,,,,,10.9,9.0,10.37,3702.55
2026-04-25T23:33:06.22,MAYURUNIQ,,,,,,,,,,,consumer discretionary,leather / leather products,,,,,,,,,2026-04-25,,,,,,,,10.98,6.25,6.25,1004.54
2026-04-25T23:33:06.22,SUNTV,,,,,,,,,,,media,entertainment / electronic media software,,,,,,,,,2026-04-25,,,,,,,,10.99,10.34,11.13,5912.75
2026-04-25T23:33:06.22,ASHIANA,,,,,,,,,,,realty,construction,,,,,,,,,2026-04-25,,,,,,,,11.01,4.7,5.21,1308.81
2026-04-25T23:33:06.22,SANGAMIND,,,,,,,,,,,textiles,textiles - spinning - synthetic / blended,,,,,,,,,2026-04-25,,,,,,,,11.05,14.49,24.24,760.3
2026-04-25T23:33:06.22,EQUITASBNK,,,,,,,,,,,bank,banks - private sector,,,,,,,,,2026-04-25,,,,,,,,11.14,5.87,7.0,7441.88
2026-04-25T23:33:06.22,SMSPHARMA,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs,,,,,,,,,2026-04-25,,,,,,,,11.41,10.3,10.53,1186.41
2026-04-25T23:33:06.22,MIRCELECTR,,,,,,,,,,,consumer discretionary,electronics - consumer,,,,,,,,,2026-04-25,,,,,,,,11.93,16.56,18.03,723.83
2026-04-25T23:33:06.22,PROZONER,,,,,,,,,,,miscellaneous,miscellaneous,,,,,,,,,2026-04-25,,,,,,,,12.05,10.76,10.76,453.55
2026-04-25T23:33:06.22,MANOMAY,,,,,,,,,,,textiles,textiles - products,,,,,,,,,2026-04-25,,,,,,,,12.06,6.31,12.47,176.11
2026-04-25T23:33:06.22,JINDALSAW,,,,,,,,,,,industrials,steel - large,,,,,,,,,2026-04-25,,,,,,,,12.48,6.57,8.03,5634.79
2026-04-25T23:33:06.22,SILGO,,,,,,,,,,,consumer discretionary,diamond cutting / jewellery,,,,,,,,,2026-04-25,,,,,,,,12.5,7.56,8.21,89.34
2026-04-25T23:33:06.22,GALLANTT,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-25,,,,,,,,12.58,10.01,10.03,5998.7
2026-04-25T23:33:06.22,VENUSREM,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-04-25,,,,,,,,12.78,11.52,13.52,739.26
2026-04-25T23:33:06.22,GMDCLTD,,,,,,,,,,,metals & mining,mining / minerals / metals,,,,,,,,,2026-04-25,,,,,,,,13.22,7.19,12.03,5538.32
2026-04-25T23:33:06.22,AEROFLEX,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-25,,,,,,,,13.54,12.19,13.47,1269.7
2026-04-25T23:33:06.22,MEDPLUS,,,,,,,,,,,consumer discretionary,trading,,,,,,,,,2026-04-25,,,,,,,,13.55,5.16,6.06,6485.84
2026-04-25T23:33:06.22,ATALREAL,,,,,,,,,,,realty,construction,,,,,,,,,2026-04-25,,,,,,,,13.94,7.89,7.89,217.49
2026-04-25T23:33:06.22,ALIVUS,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-04-25,,,,,,,,14.29,5.42,5.51,3238.36
2026-04-24T23:33:12.247,SCHNEIDER,,,,,,,,,,,industrials,electric equipment,,,,,,,,,2026-04-24,,,,,,,,0.28,15.56,15.56,7054.17
2026-04-24T23:33:12.247,BHAGYANGR,,,,,,,,,,,power & utilities,power generation and supply,,,,,,,,,2026-04-24,,,,,,,,1.2,6.54,7.76,246.74
2026-04-24T23:33:12.247,PAISALO,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-24,,,,,,,,1.57,7.27,9.92,2461.52
2026-04-24T23:33:12.247,VTL,,,,,,,,,,,textiles,textiles - cotton/blended,,,,,,,,,2026-04-24,,,,,,,,2.08,7.85,10.3,5958.53
2026-04-24T23:33:12.247,QPOWER,,,,,,,,,,,industrials,electric equipment,,,,,,,,,2026-04-24,,,,,,,,2.28,13.76,20.14,2821.38
2026-04-24T23:33:12.247,MANINDS,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-24,,,,,,,,2.32,6.96,8.86,2346.49
2026-04-24T23:33:12.247,ABSLAMC,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-24,,,,,,,,2.87,8.72,8.72,7765.29
2026-04-24T23:33:12.247,EMCURE,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-04-24,,,,,,,,3.01,5.85,12.14,6869.91
2026-04-24T23:33:12.247,DYNAMATECH,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-24,,,,,,,,3.35,13.33,21.21,4700.09
2026-04-24T23:33:12.247,NATCOPHARM,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-04-24,,,,,,,,3.67,5.45,8.42,9891.25
2026-04-24T23:33:12.247,AARTIIND,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-24,,,,,,,,4.49,7.07,10.11,9926.37
2026-04-24T23:33:12.247,SEAMECLTD,,,,,,,,,,,miscellaneous,miscellaneous,,,,,,,,,2026-04-24,,,,,,,,4.57,9.85,9.85,1057.74
2026-04-24T23:33:12.247,VOLTAMP,,,,,,,,,,,industrials,electric equipment,,,,,,,,,2026-04-24,,,,,,,,4.66,7.47,10.87,7626.19
2026-04-24T23:33:12.247,ANURAS,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-24,,,,,,,,4.69,5.24,8.44,6248.43
2026-04-24T23:33:12.247,HEG,,,,,,,,,,,industrials,electrodes - graphites,,,,,,,,,2026-04-24,,,,,,,,4.7,6.25,10.87,5513.07
2026-04-24T23:33:12.247,GRAPHITE,,,,,,,,,,,industrials,electrodes - graphites,,,,,,,,,2026-04-24,,,,,,,,4.82,5.43,12.72,4898.57
2026-04-24T23:33:12.247,KRN,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-24,,,,,,,,5.05,10.18,11.02,2265.4
2026-04-24T23:33:12.247,IMFA,,,,,,,,,,,metals & mining,mining / minerals / metals,,,,,,,,,2026-04-24,,,,,,,,5.19,6.94,7.37,3353.81
2026-04-24T23:33:12.247,AXISCADES,,,,,,,,,,,aerospace & defence,computers - software - medium / small,,,,,,,,,2026-04-24,,,,,,,,5.22,9.16,12.05,3459.7
2026-04-24T23:33:12.247,KTKBANK,,,,,,,,,,,bank,banks - private sector,,,,,,,,,2026-04-24,,,,,,,,5.27,5.63,6.25,9152.51
2026-04-24T23:33:12.247,ARVIND,,,,,,,,,,,textiles,textiles - cotton/blended,,,,,,,,,2026-04-24,,,,,,,,5.32,4.22,4.64,6062.36
2026-04-24T23:33:12.247,GAEL,,,,,,,,,,,fmcg,miscellaneous,,,,,,,,,2026-04-24,,,,,,,,5.39,7.02,9.97,2510.21
2026-04-24T23:33:12.247,HAPPYFORGE,,,,,,,,,,,industrials,castings & forgings,,,,,,,,,2026-04-24,,,,,,,,5.45,7.87,9.21,2683.64
2026-04-24T23:33:12.247,WHEELS,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-24,,,,,,,,5.5,4.99,5.18,1067.49
2026-04-24T23:33:12.247,BLISSGVS,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-04-24,,,,,,,,5.51,8.49,10.76,1796.33
2026-04-24T23:33:12.247,RPTECH,,,,,,,,,,,services,trading,,,,,,,,,2026-04-24,,,,,,,,5.59,6.37,8.91,1092.61
2026-04-24T23:33:12.247,SENORES,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-04-24,,,,,,,,5.65,5.74,8.51,2223.71
2026-04-24T23:33:12.247,JAYNECOIND,,,,,,,,,,,metals & mining,steel - large,,,,,,,,,2026-04-24,,,,,,,,5.77,6.19,7.56,4171.02
2026-04-24T23:33:12.247,PRIVISCL,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-24,,,,,,,,6.04,4.98,6.48,4975.21
2026-04-24T23:33:12.247,VISHNU,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-24,,,,,,,,6.07,6.49,9.91,1205.12
2026-04-24T23:33:12.247,CHENNPETRO,,,,,,,,,,,energy,refineries,,,,,,,,,2026-04-24,,,,,,,,6.17,10.85,10.85,5041.83
2026-04-24T23:33:12.247,ASIANTILES,,,,,,,,,,,building materials,ceramics - tiles / sanitaryware,,,,,,,,,2026-04-24,,,,,,,,6.21,12.13,14.58,1345.57
2026-04-24T23:33:12.247,CANFINHOME,,,,,,,,,,,financials,finance - housing,,,,,,,,,2026-04-24,,,,,,,,6.37,4.53,7.62,8479.63
2026-04-24T23:33:12.247,GPIL,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-24,,,,,,,,6.62,4.15,6.71,7135.93
2026-04-24T23:33:12.247,J&KBANK,,,,,,,,,,,bank,banks - private sector,,,,,,,,,2026-04-24,,,,,,,,6.63,8.52,8.61,5635.5
2026-04-24T23:33:12.247,INOXINDIA,,,,,,,,,,,industrials,packaging,,,,,,,,,2026-04-24,,,,,,,,6.64,9.18,10.45,3423.15
2026-04-24T23:33:12.247,DIVGIITTS,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-24,,,,,,,,6.8,7.53,9.53,907.66
2026-04-24T23:33:12.247,LOKESHMACH,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-24,,,,,,,,7.49,15.38,19.47,246.2
2026-04-24T23:33:12.247,SHRIPISTON,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-24,,,,,,,,7.6,5.89,8.73,8619.08
2026-04-24T23:33:12.247,AGIIL,,,,,,,,,,,realty,construction,,,,,,,,,2026-04-24,,,,,,,,7.86,8.66,10.13,1281.75
2026-04-24T23:33:12.247,CRAFTSMAN,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-24,,,,,,,,7.91,4.05,5.85,9263.84
2026-04-24T23:33:12.247,STYLAMIND,,,,,,,,,,,building materials,miscellaneous,,,,,,,,,2026-04-24,,,,,,,,8.04,1.12,1.57,1738.17
2026-04-24T23:33:12.247,RRKABEL,,,,,,,,,,,industrials,cables - power,,,,,,,,,2026-04-24,,,,,,,,8.6,6.26,8.14,6257.03
2026-04-24T23:33:12.247,GNA,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-24,,,,,,,,8.66,8.58,10.12,581.89
2026-04-24T23:33:12.247,MACPOWER,,,,,,,,,,,industrials,engineering,,,,,,,,,2026-04-24,,,,,,,,8.73,9.24,12.48,292.34
2026-04-24T23:33:12.247,BAJAJCON,,,,,,,,,,,fmcg,personal care - indian,,,,,,,,,2026-04-24,,,,,,,,8.75,6.44,10.29,3377.53
2026-04-24T23:33:12.247,STLTECH,,,,,,,,,,,industrials,cables - telephone,,,,,,,,,2026-04-24,,,,,,,,8.87,10.73,12.22,7226.43
2026-04-24T23:33:12.247,EDELWEISS,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-24,,,,,,,,8.9,6.1,6.59,7635.04
2026-04-24T23:33:12.247,MUFIN,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-24,,,,,,,,8.94,4.85,6.19,1201.43
2026-04-24T23:33:12.247,LUMAXTECH,,,,,,,,,,,auto,auto ancillaries,,,,,,,,,2026-04-24,,,,,,,,9.01,6.87,6.87,5181.57
2026-04-24T23:33:12.247,MASFIN,,,,,,,,,,,financials,finance & investments,,,,,,,,,2026-04-24,,,,,,,,9.2,3.59,4.55,1938.35
2026-04-24T23:33:12.247,MBAPL,,,,,,,,,,,chemicals,fertilizers,,,,,,,,,2026-04-24,,,,,,,,9.33,3.28,4.27,1121.14
2026-04-24T23:33:12.247,MAHLOG,,,,,,,,,,,transportation,miscellaneous,,,,,,,,,2026-04-24,,,,,,,,9.74,12.08,12.08,1629.05
2026-04-24T23:33:12.247,TFCILTD,,,,,,,,,,,financials,finance - term-lending institutions,,,,,,,,,2026-04-24,,,,,,,,9.81,6.22,9.96,3230.17
2026-04-24T23:33:12.247,ROSSTECH,,,,,,,,,,,aerospace & defence,engineering,,,,,,,,,2026-04-24,,,,,,,,10.33,10.02,15.94,866.1
2026-04-24T23:33:12.247,SPORTKING,,,,,,,,,,,textiles,textiles - spinning - synthetic / blended,,,,,,,,,2026-04-24,,,,,,,,10.38,8.58,14.76,446.7
2026-04-24T23:33:12.247,CENTUM,,,,,,,,,,,consumer discretionary,electronics - components,,,,,,,,,2026-04-24,,,,,,,,10.68,6.4,14.19,2195.6
2026-04-24T23:33:12.247,APOLLOPIPE,,,,,,,,,,,plastic products,plastics products,,,,,,,,,2026-04-24,,,,,,,,10.69,10.0,11.34,940.16
2026-04-24T23:33:12.247,SCI,,,,,,,,,,,transportation,shipping,,,,,,,,,2026-04-24,,,,,,,,10.69,7.48,13.32,4867.95
2026-04-24T23:33:12.247,GRMOVER,,,,,,,,,,,fmcg,food - processing - indian,,,,,,,,,2026-04-24,,,,,,,,10.72,3.96,7.9,1286.24
2026-04-24T23:33:12.247,APEX,,,,,,,,,,,fmcg,aquaculture,,,,,,,,,2026-04-24,,,,,,,,10.78,7.89,13.05,392.76
2026-04-24T23:33:12.247,AETHER,,,,,,,,,,,chemicals,chemicals,,,,,,,,,2026-04-24,,,,,,,,10.9,9.0,10.37,3702.55
2026-04-24T23:33:12.247,MAYURUNIQ,,,,,,,,,,,consumer discretionary,leather / leather products,,,,,,,,,2026-04-24,,,,,,,,10.98,6.25,6.25,1004.54
2026-04-24T23:33:12.247,SUNTV,,,,,,,,,,,media,entertainment / electronic media software,,,,,,,,,2026-04-24,,,,,,,,10.99,10.34,11.13,5912.75
2026-04-24T23:33:12.247,ASHIANA,,,,,,,,,,,realty,construction,,,,,,,,,2026-04-24,,,,,,,,11.01,4.7,5.21,1308.81
2026-04-24T23:33:12.247,SANGAMIND,,,,,,,,,,,textiles,textiles - spinning - synthetic / blended,,,,,,,,,2026-04-24,,,,,,,,11.05,14.49,24.24,760.3
2026-04-24T23:33:12.247,EQUITASBNK,,,,,,,,,,,bank,banks - private sector,,,,,,,,,2026-04-24,,,,,,,,11.14,5.87,7.0,7441.88
2026-04-24T23:33:12.247,SMSPHARMA,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs,,,,,,,,,2026-04-24,,,,,,,,11.41,10.3,10.53,1186.41
2026-04-24T23:33:12.247,MIRCELECTR,,,,,,,,,,,consumer discretionary,electronics - consumer,,,,,,,,,2026-04-24,,,,,,,,11.93,16.56,18.03,723.83
2026-04-24T23:33:12.247,PROZONER,,,,,,,,,,,miscellaneous,miscellaneous,,,,,,,,,2026-04-24,,,,,,,,12.05,10.76,10.76,453.55
2026-04-24T23:33:12.247,MANOMAY,,,,,,,,,,,textiles,textiles - products,,,,,,,,,2026-04-24,,,,,,,,12.06,6.31,12.47,176.11
2026-04-24T23:33:12.247,JINDALSAW,,,,,,,,,,,industrials,steel - large,,,,,,,,,2026-04-24,,,,,,,,12.48,6.57,8.03,5634.79
2026-04-24T23:33:12.247,SILGO,,,,,,,,,,,consumer discretionary,diamond cutting / jewellery,,,,,,,,,2026-04-24,,,,,,,,12.5,7.56,8.21,89.34
2026-04-24T23:33:12.247,GALLANTT,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-24,,,,,,,,12.58,10.01,10.03,5998.7
2026-04-24T23:33:12.247,VENUSREM,,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,2026-04-24,,,,,,,,12.78,11.52,13.52,739.26
2026-04-24T23:33:12.247,GMDCLTD,,,,,,,,,,,metals & mining,mining / minerals / metals,,,,,,,,,2026-04-24,,,,,,,,13.22,7.19,12.03,5538.32
2026-04-24T23:33:12.247,AEROFLEX,,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,2026-04-24,,,,,,,,13.54,12.19,13.47,1269.7
2026-04-24T23:33:12.247,MEDPLUS,,,,,,,,,,,consumer discretionary,trading,,,,,,,,,2026-04-24,,,,,,,,13.55,5.16,6.06,6485.84
2026-04-24T23:33:12.247,ATALREAL,,,,,,,,,,,realty,construction,,,,,,,,,2026-04-24,,,,,,,,13.94,7.89,7.89,217.49
2026-04-24T23:33:12.247,ALIVUS,,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,2026-04-24,,,,,,,,14.29,5.42,5.51,3238.36
